
Time,T_+ve,T_-ve,Flux,Fluxpos,Fluxneg
780.038,0.488,-0.469,1.593751896e-08,2.028978468e-09,-5.108874e+01
781.237,0.599,-0.711,1.165011804e-08,1.485038808e-09,-3.734740e+01
782.359,0.462,-0.524,1.593462816e-08,1.958979924e-09,-4.917086e+01
783.541,0.601,-0.720,1.087273836e-08,1.503030672e-09,-3.771351e+01
784.770,0.539,-0.628,1.294187004e-08,1.680619248e-09,-4.203982e+01
785.833,0.504,-0.524,1.498059684e-08,1.903230648e-09,-4.742457e+01
787.094,0.664,-0.757,1.051980732e-08,1.394180172e-09,-3.461182e+01
788.414,0.681,-0.655,1.152983304e-08,1.480678056e-09,-3.649135e+01
789.861,0.614,-0.766,1.059991416e-08,1.475858736e-09,-3.627224e+01
791.027,0.510,-0.552,1.442094588e-08,1.920552876e-09,-4.682523e+01
792.295,0.685,-0.758,1.082667168e-08,1.402290252e-09,-3.426263e+01
793.582,0.507,-0.602,1.381910112e-08,1.82423934e-09,-4.487429e+01
794.769,0.686,-0.680,1.143286056e-08,1.465929432e-09,-3.618537e+01
796.036,0.649,-0.581,1.245896388e-08,1.624945608e-09,-4.046722e+01
797.360,0.630,-0.676,1.172908044e-08,1.521101736e-09,-3.809759e+01
798.610,0.567,-0.620,1.31642478e-08,1.65891528e-09,-4.166560e+01
799.858,0.606,-0.681,1.210654368e-08,1.522107576e-09,-3.831345e+01
801.072,0.601,-0.609,1.231615044e-08,1.608864048e-09,-4.051449e+01
802.220,0.498,-0.546,1.455370488e-08,1.85357106e-09,-4.665262e+01
803.192,0.638,-0.474,1.353439296e-08,1.746534636e-09,-4.394907e+01
804.469,0.591,-0.640,1.210243716e-08,1.582717356e-09,-3.981350e+01
805.760,0.628,-0.699,1.122644952e-08,1.467636192e-09,-3.693112e+01
807.011,0.852,-0.623,1.030536144e-08,1.311740496e-09,-3.303355e+01
808.485,0.548,-0.623,1.311139764e-08,1.647552456e-09,-4.149258e+01
809.638,0.543,-0.605,1.337568408e-08,1.682212752e-09,-4.233036e+01
810.887,0.669,-0.706,1.063625508e-08,1.428113016e-09,-3.591986e+01
812.334,0.701,-0.777,9.91624392e-09,1.333086084e-09,-3.349041e+01
813.554,0.571,-0.520,1.38561588e-08,1.794203136e-09,-4.500172e+01
814.768,0.707,-0.643,1.130214492e-08,1.447130124e-09,-3.623968e+01
816.369,0.754,-0.893,9.22380624e-09,1.210575564e-09,-3.009573e+01
817.808,0.653,-0.685,1.158250104e-08,1.501370244e-09,-3.683353e+01
819.175,0.890,-0.714,9.41665824e-09,1.251002412e-09,-3.057648e+01
820.906,0.982,-0.840,8.21227968e-09,1.091366496e-09,-2.701835e+01
822.649,0.726,-0.762,9.95736852e-09,1.331075988e-09,-3.319647e+01
824.057,0.626,-0.682,1.178534412e-08,1.492180272e-09,-3.731314e+01
825.503,0.614,-0.820,1.032785424e-08,1.373214744e-09,-3.443177e+01
826.637,0.464,-0.520,1.55112606e-08,1.981715472e-09,-4.973534e+01
827.742,0.708,-0.642,1.096744572e-08,1.45444662e-09,-3.656001e+01
829.315,0.710,-0.864,9.59688576e-09,1.238868972e-09,-3.116767e+01
830.684,0.546,-0.659,1.279502136e-08,1.610633772e-09,-4.050028e+01
831.906,0.685,-0.676,1.076449968e-08,1.44473868e-09,-3.635678e+01
833.197,0.662,-0.606,1.176135444e-08,1.537629984e-09,-3.869561e+01
834.642,0.791,-0.782,9.29547828e-09,1.24756236e-09,-3.139504e+01
836.110,0.708,-0.678,1.108922364e-08,1.395281052e-09,-3.509990e+01
837.399,0.599,-0.581,1.30294296e-08,1.640349216e-09,-4.124258e+01
838.587,0.577,-0.590,1.291162356e-08,1.668598668e-09,-4.193580e+01
839.841,0.674,-0.676,1.115952552e-08,1.443477816e-09,-3.624719e+01
841.117,0.688,-0.602,1.156664916e-08,1.518733656e-09,-3.806529e+01
842.743,0.893,-0.938,8.3371464e-09,1.07544294e-09,-2.673386e+01
844.287,0.687,-0.651,1.124088768e-08,1.503918108e-09,-3.698117e+01
845.871,0.684,-0.898,9.60406524e-09,1.2677445e-09,-3.118872e+01
847.276,0.859,-0.721,9.51914304e-09,1.263979332e-09,-3.131933e+01
848.831,0.838,-0.696,1.010197584e-08,1.283915952e-09,-3.197952e+01
850.418,0.685,-0.749,1.080397692e-08,1.369091196e-09,-3.420433e+01
851.883,0.673,-0.780,1.045059444e-08,1.363531752e-09,-3.394368e+01
853.429,0.780,-0.873,9.1586682e-09,1.201803768e-09,-2.974454e+01
855.020,0.771,-0.811,9.61293168e-09,1.250806392e-09,-3.081822e+01
856.483,0.792,-0.692,1.004513796e-08,1.328254884e-09,-3.305232e+01
857.902,0.673,-0.627,1.19210058e-08,1.488589344e-09,-3.726241e+01
859.268,0.739,-0.693,1.082515896e-08,1.34894826e-09,-3.383073e+01
860.721,0.672,-0.714,1.09705068e-08,1.400199372e-09,-3.516848e+01
862.103,0.636,-0.710,1.140165972e-08,1.436428224e-09,-3.608309e+01
863.557,0.756,-0.817,9.38162808e-09,1.244073996e-09,-3.126637e+01
864.934,0.689,-0.622,1.154829852e-08,1.492386588e-09,-3.749701e+01
866.324,0.726,-0.701,1.071989028e-08,1.367745984e-09,-3.436091e+01
867.740,0.622,-0.690,1.178029116e-08,1.484082468e-09,-3.727900e+01
869.301,0.918,-0.939,8.3971998e-09,1.044864612e-09,-2.623692e+01
870.881,0.692,-0.662,1.107491616e-08,1.453391676e-09,-3.642981e+01
872.394,0.727,-0.821,9.68745096e-09,1.275788052e-09,-3.186594e+01
874.059,0.880,-0.939,8.32937688e-09,1.088102664e-09,-2.704622e+01
875.647,0.814,-0.707,9.96450048e-09,1.309551408e-09,-3.250590e+01
876.985,0.553,-0.525,1.439399016e-08,1.808585064e-09,-4.497414e+01
878.365,0.734,-0.826,9.65795688e-09,1.255814208e-09,-3.135916e+01
879.721,0.718,-0.622,1.124825724e-08,1.459221984e-09,-3.652266e+01
881.026,0.647,-0.588,1.244755512e-08,1.57652748e-09,-3.939038e+01
882.710,0.933,-1.037,7.49904012e-09,1.002783672e-09,-2.499216e+01
884.276,0.783,-0.633,1.053477612e-08,1.39618116e-09,-3.465501e+01
885.778,0.693,-0.719,1.092570732e-08,1.418979276e-09,-3.502511e+01
887.274,0.827,-0.802,9.57748176e-09,1.251099432e-09,-3.070611e+01
888.971,0.900,-0.870,8.73029124e-09,1.162213668e-09,-2.835711e+01
890.635,0.973,-0.763,8.98879608e-09,1.183726764e-09,-2.882734e+01
892.255,0.637,-0.647,1.239030144e-08,1.587103848e-09,-3.874081e+01
893.726,1.019,-0.833,8.26150248e-09,1.10676852e-09,-2.719784e+01
895.682,0.609,-0.937,9.89658648e-09,1.32056298e-09,-3.258876e+01
897.118,0.842,-0.827,9.07929396e-09,1.193389164e-09,-2.951853e+01
898.569,0.552,-0.610,1.290009204e-08,1.71217926e-09,-4.249698e+01
899.974,0.818,-0.852,9.24152724e-09,1.178535996e-09,-2.929594e+01
901.802,0.820,-1.010,8.26870968e-09,1.076390568e-09,-2.687366e+01
903.524,0.710,-0.902,9.20434284e-09,1.224807408e-09,-3.068475e+01
905.073,0.780,-0.839,9.25697124e-09,1.21421124e-09,-3.045361e+01
906.908,0.693,-1.054,8.8756866e-09,1.106866332e-09,-2.773605e+01
908.474,0.935,-0.874,8.4408786e-09,1.066386024e-09,-2.671715e+01
910.208,0.721,-0.798,9.95404212e-09,1.274081292e-09,-3.191492e+01
911.597,0.669,-0.668,1.10962764e-08,1.4561118e-09,-3.650682e+01
912.982,0.660,-0.717,1.087443324e-08,1.408266288e-09,-3.531355e+01
914.482,0.819,-0.839,8.8513326e-09,1.175580252e-09,-2.950059e+01
915.922,0.676,-0.621,1.16608338e-08,1.489664484e-09,-3.737848e+01
917.338,0.762,-0.741,1.01801502e-08,1.283618952e-09,-3.221564e+01
919.067,0.931,-0.966,8.11881576e-09,1.023196284e-09,-2.569204e+01
920.674,0.873,-0.677,9.64587888e-09,1.26260244e-09,-3.172914e+01
922.390,0.707,-0.843,9.936531e-09,1.252298124e-09,-3.144419e+01
923.801,0.735,-0.704,1.09066716e-08,1.342668492e-09,-3.364994e+01
925.277,0.709,-0.741,1.030847004e-08,1.354357224e-09,-3.391625e+01
926.704,0.771,-0.718,1.023936804e-08,1.314577836e-09,-3.283985e+01
928.239,0.580,-0.764,1.106294904e-08,1.479347496e-09,-3.690742e+01
929.893,0.714,-1.075,8.682597e-09,1.107665064e-09,-2.752886e+01
931.461,0.770,-0.853,9.2971494e-09,1.235289132e-09,-3.066259e+01
933.111,0.913,-0.881,8.32727412e-09,1.123184304e-09,-2.784450e+01
934.702,0.646,-0.678,1.151101908e-08,1.512515268e-09,-3.750177e+01
936.268,0.987,-0.921,7.989003e-09,1.0479447e-09,-2.602058e+01
938.133,0.842,-0.879,8.85655188e-09,1.159583832e-09,-2.883800e+01
939.605,0.701,-0.629,1.153857672e-08,1.471501152e-09,-3.661370e+01
941.206,0.778,-0.900,8.9651628e-09,1.1703681e-09,-2.917856e+01
942.618,0.666,-0.634,1.191020292e-08,1.495836936e-09,-3.729981e+01
944.074,0.735,-0.790,1.015935624e-08,1.274326812e-09,-3.180230e+01
945.560,0.706,-0.751,1.052790552e-08,1.335470004e-09,-3.335442e+01
947.029,0.623,-0.763,1.085255424e-08,1.410155208e-09,-3.525895e+01
948.364,0.779,-0.712,1.028928384e-08,1.302496668e-09,-3.257015e+01
949.884,0.725,-0.741,1.052804412e-08,1.31448042e-09,-3.289535e+01
951.390,0.756,-0.781,9.91414908e-09,1.250859456e-09,-3.137865e+01
952.773,0.693,-0.627,1.10938806e-08,1.471972392e-09,-3.697886e+01
954.057,0.528,-0.591,1.382555592e-08,1.728705528e-09,-4.341574e+01
955.418,0.752,-0.833,9.80126928e-09,1.204011864e-09,-3.023918e+01
956.977,0.772,-0.806,9.75127824e-09,1.213138476e-09,-3.046917e+01
958.650,0.908,-0.901,8.50489596e-09,1.058272776e-09,-2.657562e+01
960.243,0.649,-0.685,1.12094136e-08,1.449033696e-09,-3.640074e+01
961.652,0.684,-0.760,1.057911228e-08,1.332985896e-09,-3.348054e+01
963.285,0.956,-0.948,7.71502248e-09,1.023027588e-09,-2.571266e+01
964.973,0.719,-0.733,1.04246802e-08,1.3297977e-09,-3.341543e+01
966.253,0.671,-0.560,1.24136694e-08,1.564649064e-09,-3.928315e+01
967.669,0.722,-0.746,1.041245568e-08,1.31512194e-09,-3.295131e+01
969.146,0.750,-0.755,1.005508944e-08,1.289160576e-09,-3.223497e+01
970.601,0.760,-0.704,1.057978152e-08,1.32649902e-09,-3.306842e+01
972.166,0.770,-0.806,9.84637368e-09,1.269779148e-09,-3.158311e+01
973.904,0.885,-0.967,8.21527344e-09,1.09054242e-09,-2.705430e+01
975.623,0.839,-0.834,9.28092528e-09,1.203652692e-09,-2.979125e+01
977.446,1.004,-0.985,7.72638768e-09,1.0113246e-09,-2.511170e+01
979.172,0.758,-0.722,1.038228444e-08,1.355065272e-09,-3.373202e+01
980.702,0.740,-0.772,1.03646664e-08,1.322567136e-09,-3.282993e+01
982.373,0.767,-0.931,8.70212772e-09,1.173494916e-09,-2.905352e+01
983.934,0.806,-0.794,9.41318928e-09,1.231581384e-09,-3.061609e+01
985.603,0.866,-0.863,8.79293844e-09,1.131417144e-09,-2.822800e+01
987.308,0.878,-0.839,8.6822406e-09,1.143647604e-09,-2.859632e+01
988.820,0.661,-0.635,1.12773276e-08,1.522349928e-09,-3.811764e+01
990.333,0.925,-0.852,8.60239116e-09,1.107211644e-09,-2.772620e+01
992.064,0.781,-0.806,9.64643328e-09,1.218775932e-09,-3.054293e+01
993.693,0.880,-0.848,8.8836264e-09,1.107153828e-09,-2.776628e+01
995.327,0.721,-0.754,1.020427056e-08,1.302829308e-09,-3.271432e+01
997.041,0.741,-0.994,8.67642336e-09,1.106716248e-09,-2.781317e+01
998.498,0.713,-0.715,1.074225636e-08,1.335877092e-09,-3.356620e+01
1000.136,0.901,-0.925,8.16374988e-09,1.054923408e-09,-2.651032e+01
1001.814,0.758,-0.777,9.80239788e-09,1.250298324e-09,-3.142266e+01
1003.364,0.698,-0.792,1.01826846e-08,1.298622204e-09,-3.264114e+01
1004.757,0.667,-0.694,1.142566128e-08,1.421265384e-09,-3.570242e+01
1006.315,0.753,-0.891,9.27698112e-09,1.18363014e-09,-2.973948e+01
1007.916,0.783,-0.848,9.53182296e-09,1.18710306e-09,-2.979093e+01
1009.580,0.640,-0.881,9.82795176e-09,1.290813084e-09,-3.234137e+01
1011.159,0.970,-0.939,7.90990596e-09,1.026061344e-09,-2.569427e+01
1012.786,0.793,-0.657,1.05176016e-08,1.344569688e-09,-3.372926e+01
1014.441,0.766,-0.862,9.40074696e-09,1.186197804e-09,-2.976101e+01
1015.936,0.911,-0.729,9.46326744e-09,1.184987232e-09,-2.972704e+01
1017.667,0.714,-0.820,1.006750404e-08,1.25501904e-09,-3.147172e+01
1019.132,0.772,-0.751,9.84414816e-09,1.276229988e-09,-3.197832e+01
1020.731,0.838,-0.827,9.002763e-09,1.17028098e-09,-2.924157e+01
1022.349,0.650,-0.780,1.07935938e-08,1.355772132e-09,-3.373236e+01
1023.968,0.862,-0.969,8.20026504e-09,1.07296002e-09,-2.662992e+01
1025.948,0.930,-1.118,7.42932432e-09,9.69369588e-10,-2.381412e+01
1027.634,0.785,-0.756,1.006883064e-08,1.287678744e-09,-3.145955e+01
1029.416,0.903,-0.997,7.84893384e-09,1.041217848e-09,-2.582174e+01
1031.335,1.167,-1.016,6.96909708e-09,8.93458764e-10,-2.234563e+01
1033.356,0.733,-0.854,9.58651848e-09,1.222928784e-09,-3.073283e+01
1035.125,0.793,-1.036,8.19647928e-09,1.056519288e-09,-2.661511e+01
1036.961,0.889,-1.043,7.87781808e-09,9.89770716e-10,-2.493080e+01
1038.695,0.847,-0.845,8.99622504e-09,1.1306592e-09,-2.847055e+01
1040.569,0.841,-1.027,7.9889634e-09,1.02994452e-09,-2.594144e+01
1042.241,0.823,-0.831,9.1095246e-09,1.159512948e-09,-2.920102e+01
1043.948,0.713,-0.883,9.72397404e-09,1.193387976e-09,-3.000325e+01
1045.545,0.782,-0.885,9.07804656e-09,1.158918552e-09,-2.910369e+01
1047.130,0.763,-0.803,9.83165832e-09,1.241484948e-09,-3.112080e+01
1048.789,0.972,-0.896,8.15951268e-09,1.0454895e-09,-2.616343e+01
1050.690,0.994,-0.929,8.12535372e-09,1.02174534e-09,-2.552408e+01
1052.833,0.990,-1.148,6.98734476e-09,9.18550512e-10,-2.299221e+01
1054.427,0.650,-0.604,1.239197256e-08,1.547644824e-09,-3.873147e+01
1055.899,0.961,-0.822,8.68379688e-09,1.104375492e-09,-2.762387e+01
1058.207,1.178,-1.347,5.7494844e-09,7.89314328e-10,-1.967781e+01
1060.389,0.839,-1.004,8.36469216e-09,1.069606296e-09,-2.647374e+01
1062.045,0.951,-0.817,8.80317108e-09,1.111596948e-09,-2.750894e+01
1063.922,0.965,-0.926,8.31124404e-09,1.035823932e-09,-2.564532e+01
1066.021,0.913,-1.133,7.46193492e-09,9.6371352e-10,-2.392251e+01
1067.935,1.073,-1.002,7.37519904e-09,9.39634344e-10,-2.334407e+01
1070.003,0.953,-0.995,7.928217e-09,9.96179976e-10,-2.477795e+01
1071.998,0.945,-1.042,7.5468294e-09,9.81942192e-10,-2.451266e+01
1073.833,0.928,-0.890,8.16620112e-09,1.07408862e-09,-2.687195e+01
1075.689,1.024,-0.927,7.83731916e-09,9.89996832e-10,-2.480840e+01
1077.554,0.851,-0.841,9.08745948e-09,1.149229224e-09,-2.890060e+01
1079.147,0.623,-0.742,1.120136688e-08,1.40754042e-09,-3.544896e+01
1080.700,0.638,-0.931,9.93097116e-09,1.217385576e-09,-3.064051e+01
1082.216,0.909,-0.877,8.47367136e-09,1.078237512e-09,-2.716245e+01
1083.970,0.879,-0.845,8.7797754e-09,1.1178189e-09,-2.814426e+01
1085.772,0.830,-0.923,8.89241364e-09,1.089727452e-09,-2.743585e+01
1087.386,0.763,-0.784,9.68333256e-09,1.249683732e-09,-3.144461e+01
1089.140,0.890,-0.991,8.05108788e-09,1.042037172e-09,-2.614760e+01
1091.030,0.872,-1.000,8.26847208e-09,1.046031228e-09,-2.617520e+01
1092.677,0.742,-0.776,1.025308548e-08,1.3053249e-09,-3.261467e+01
1094.258,0.863,-0.839,8.91198792e-09,1.160284356e-09,-2.894428e+01
1096.108,1.023,-0.986,7.1784306e-09,9.98887428e-10,-2.489648e+01
1097.937,1.011,-0.807,8.09608536e-09,1.100855844e-09,-2.734155e+01
1099.756,0.799,-0.808,9.58605516e-09,1.228965408e-09,-3.033709e+01
1101.424,0.794,-0.869,9.4835862e-09,1.204233228e-09,-2.940666e+01
1103.063,0.976,-0.844,8.37406548e-09,1.09031472e-09,-2.684268e+01
1105.105,1.003,-1.066,7.366095e-09,9.48249324e-10,-2.361666e+01
1107.070,1.043,-0.962,7.52661756e-09,9.840996e-10,-2.444251e+01
1108.989,0.785,-0.876,9.08175312e-09,1.193925348e-09,-2.948995e+01
1110.546,0.885,-0.771,9.36566532e-09,1.204823268e-09,-2.963871e+01
1112.332,0.869,-0.901,8.76867156e-09,1.126197468e-09,-2.774991e+01
1114.297,0.867,-1.096,7.75578276e-09,1.019060856e-09,-2.518448e+01
1116.375,1.092,-1.212,6.67167336e-09,8.6596488e-10,-2.138648e+01
1118.657,1.189,-1.189,6.462027e-09,8.40059352e-10,-2.071404e+01
1120.966,1.010,-1.119,7.3518192e-09,9.32232708e-10,-2.297158e+01
1123.186,0.891,-1.210,7.30363788e-09,9.45755316e-10,-2.341314e+01
1125.091,1.034,-1.014,7.3465128e-09,9.75555504e-10,-2.416785e+01
1127.065,1.237,-0.941,7.18588728e-09,9.18131544e-10,-2.245188e+01
1129.146,0.791,-0.844,9.20094912e-09,1.220359932e-09,-3.026871e+01
1130.996,1.017,-1.059,7.62154272e-09,9.49131612e-10,-2.351654e+01
1132.994,0.941,-0.981,8.09524584e-09,1.045749276e-09,-2.561762e+01
1134.850,0.996,-0.915,8.06116608e-09,1.053358812e-09,-2.583906e+01
1136.939,1.122,-1.093,6.95388672e-09,9.05995332e-10,-2.229024e+01
1139.212,1.122,-1.151,6.5074086e-09,8.90517672e-10,-2.197466e+01
1141.475,1.162,-1.140,6.69805488e-09,8.72405424e-10,-2.147024e+01
1143.710,1.202,-1.073,6.58862424e-09,8.91092268e-10,-2.195811e+01
1145.973,1.136,-1.061,7.10039484e-09,9.06737436e-10,-2.247235e+01
1148.010,0.759,-0.901,9.39852936e-09,1.186217208e-09,-2.975335e+01
1149.821,0.956,-1.051,7.62221196e-09,9.83374128e-10,-2.475243e+01
1151.484,0.745,-0.708,1.052379504e-08,1.356253272e-09,-3.417256e+01
1153.349,1.165,-1.119,6.83737956e-09,8.59963896e-10,-2.163942e+01
1155.391,0.975,-0.877,8.35369128e-09,1.066917852e-09,-2.678253e+01
1157.373,0.801,-1.007,8.64357516e-09,1.097126712e-09,-2.736081e+01
1159.117,0.869,-0.944,8.53401384e-09,1.1079486e-09,-2.735628e+01
1160.951,0.893,-0.965,8.7039414e-09,1.086965352e-09,-2.665494e+01
1162.684,0.954,-0.840,8.61430284e-09,1.117807812e-09,-2.761384e+01
1164.688,0.995,-1.051,7.4674116e-09,9.64169316e-10,-2.393961e+01
1166.713,1.026,-1.029,7.47596916e-09,9.65859048e-10,-2.408349e+01
1168.629,0.928,-0.891,8.23704948e-09,1.083124548e-09,-2.710466e+01
1170.623,0.835,-1.067,8.11244808e-09,1.026158364e-09,-2.568149e+01
1172.253,0.865,-0.794,8.66013192e-09,1.20029778e-09,-3.004012e+01
1174.099,0.982,-0.981,7.9310682e-09,1.00815066e-09,-2.510449e+01
1176.034,0.947,-0.953,8.32552776e-09,1.04931288e-09,-2.601676e+01
1177.893,0.967,-0.912,8.42013216e-09,1.065508092e-09,-2.631041e+01
1180.074,0.891,-1.214,7.4437308e-09,9.59370192e-10,-2.355620e+01
1182.010,0.963,-1.046,7.72353648e-09,1.009119672e-09,-2.475685e+01
1184.102,1.161,-1.129,6.61123584e-09,8.73580356e-10,-2.175149e+01
1186.724,1.109,-1.462,5.86637568e-09,7.60340196e-10,-1.905679e+01
1188.929,1.034,-1.096,6.8705604e-09,9.24866316e-10,-2.320837e+01
1190.906,0.814,-0.942,8.41766112e-09,1.117930176e-09,-2.806037e+01
1192.518,0.998,-0.799,8.55994788e-09,1.079688456e-09,-2.709361e+01
1194.587,0.997,-1.071,7.50624336e-09,9.34348536e-10,-2.345559e+01
1196.365,0.754,-0.782,1.00730718e-08,1.253090124e-09,-3.147437e+01
1198.148,0.957,-1.029,7.48846692e-09,9.79835076e-10,-2.463294e+01
1200.024,0.882,-0.920,8.49862728e-09,1.070940024e-09,-2.689514e+01
1201.751,0.803,-0.845,9.38768292e-09,1.16940978e-09,-2.933417e+01
1203.453,0.806,-0.899,8.63577396e-09,1.147582656e-09,-2.878452e+01
1205.380,0.949,-1.122,7.4241486e-09,9.38709288e-10,-2.350036e+01
1207.364,1.189,-1.035,6.98416092e-09,8.84385216e-10,-2.210965e+01
1209.728,1.012,-1.175,7.03423512e-09,9.05581512e-10,-2.255276e+01
1212.286,1.562,-1.546,4.94850312e-09,6.40120536e-10,-1.586367e+01
1214.972,1.106,-1.125,6.75824688e-09,9.010287e-10,-2.223147e+01
1217.287,1.368,-1.208,6.126813e-09,7.90628652e-10,-1.938859e+01
1219.690,0.970,-1.035,7.97926932e-09,1.021995216e-09,-2.493064e+01
1221.614,0.865,-0.953,8.4589758e-09,1.13761098e-09,-2.782487e+01
1223.524,0.906,-1.046,8.1183762e-09,1.052603244e-09,-2.569064e+01
1225.535,0.903,-1.105,7.96505292e-09,1.020166884e-09,-2.488623e+01
1227.346,0.943,-0.908,8.19860976e-09,1.101670812e-09,-2.696843e+01
1229.329,0.987,-1.040,7.47078552e-09,9.91336104e-10,-2.425738e+01
1231.040,0.823,-0.725,1.00725372e-08,1.28335086e-09,-3.147146e+01
1232.757,0.983,-0.894,8.14593384e-09,1.055527308e-09,-2.611303e+01
1234.861,1.159,-1.121,6.77474028e-09,8.61534828e-10,-2.144406e+01
1237.245,1.222,-1.226,5.82651432e-09,8.20772172e-10,-2.048158e+01
1239.684,1.148,-1.216,6.39960156e-09,8.46754128e-10,-2.105445e+01
1241.747,0.996,-0.915,8.07817032e-09,1.044697104e-09,-2.589673e+01
1243.655,0.954,-0.912,8.3522142e-09,1.069521156e-09,-2.643304e+01
1245.477,1.039,-0.868,8.17295688e-09,1.051915392e-09,-2.586416e+01
1247.746,1.090,-1.229,6.7141404e-09,8.65984284e-10,-2.124726e+01
1250.068,1.220,-1.232,6.19683768e-09,8.08253424e-10,-2.012546e+01
1252.295,1.274,-1.007,6.72714504e-09,8.62623828e-10,-2.157147e+01
1254.643,1.197,-1.075,6.81994764e-09,8.61584328e-10,-2.159230e+01
1257.014,1.131,-1.173,6.46281504e-09,8.58594924e-10,-2.154518e+01
1259.104,0.973,-0.959,7.68186936e-09,1.01998116e-09,-2.560662e+01
1261.204,1.054,-1.127,6.83652816e-09,8.95599144e-10,-2.249119e+01
1263.516,0.813,-1.258,7.34536836e-09,9.37368036e-10,-2.354616e+01
1265.423,1.094,-1.094,7.0881426e-09,8.81502336e-10,-2.214713e+01
1267.410,0.941,-0.893,8.37469908e-09,1.054529784e-09,-2.650220e+01
1269.285,0.933,-0.933,8.2314738e-09,1.037179044e-09,-2.604959e+01
1271.241,0.944,-1.024,7.88708844e-09,9.810405e-10,-2.464335e+01
1273.279,0.934,-1.094,7.5778758e-09,9.54296244e-10,-2.398086e+01
1275.365,1.174,-1.152,6.60973104e-09,8.32736124e-10,-2.091781e+01
1277.501,1.051,-0.963,7.48255068e-09,9.666558e-10,-2.429626e+01
1279.352,0.747,-0.799,9.65015172e-09,1.262528784e-09,-3.174353e+01
1281.113,0.971,-1.014,7.67423448e-09,9.79087428e-10,-2.459928e+01
1283.575,1.237,-1.491,5.4787788e-09,7.17708024e-10,-1.802303e+01
1286.036,0.879,-1.224,6.962967e-09,9.36895212e-10,-2.351504e+01
1288.125,1.428,-1.210,5.94801108e-09,7.32824136e-10,-1.835406e+01
1290.614,0.997,-1.061,7.26355872e-09,9.54109728e-10,-2.389910e+01
1292.728,1.036,-1.116,7.19086896e-09,9.0976248e-10,-2.276321e+01
1294.808,1.216,-1.044,6.85118808e-09,8.67177036e-10,-2.168887e+01
1297.063,1.185,-1.039,6.82495308e-09,8.8614702e-10,-2.216893e+01
1299.369,1.107,-1.121,7.08526764e-09,8.75322756e-10,-2.186802e+01
1301.563,1.009,-1.088,7.16000868e-09,9.42361992e-10,-2.356038e+01
1303.808,1.138,-1.236,6.5723328e-09,8.23033332e-10,-2.054228e+01
1306.062,1.039,-1.116,7.30975212e-09,9.02931084e-10,-2.256012e+01
1307.938,1.051,-0.837,7.864263e-09,1.04625576e-09,-2.621543e+01
1310.111,1.208,-1.123,6.4341684e-09,8.43914808e-10,-2.116759e+01
1312.344,1.007,-1.025,7.51597704e-09,9.59358312e-10,-2.409250e+01
1314.603,1.186,-1.252,6.17636448e-09,7.9786674e-10,-2.005491e+01
1317.200,1.022,-1.412,6.06268476e-09,8.0357112e-10,-2.020512e+01
1319.222,0.925,-1.000,7.9759944e-09,1.004825448e-09,-2.524092e+01
1321.341,1.056,-1.194,6.82207812e-09,8.6165244e-10,-2.159260e+01
1323.476,1.016,-1.078,7.495191e-09,9.4267404e-10,-2.342321e+01
1325.547,1.302,-1.056,6.5830842e-09,8.58404448e-10,-2.110152e+01
1328.039,1.183,-1.190,6.51041424e-09,8.6234346e-10,-2.123753e+01
1330.830,1.441,-1.608,4.9887882e-09,6.66465624e-10,-1.641048e+01
1333.669,1.072,-1.398,6.41089548e-09,8.21194704e-10,-2.003037e+01
1335.767,1.061,-1.026,7.37258148e-09,9.78219792e-10,-2.393851e+01
1338.010,1.065,-1.182,6.84708948e-09,9.04043448e-10,-2.223270e+01
1340.525,1.414,-1.451,5.31795132e-09,7.07030676e-10,-1.749417e+01
1343.293,1.207,-1.353,5.71074372e-09,7.94119788e-10,-1.980697e+01
1345.914,0.992,-1.415,6.10144128e-09,8.22584268e-10,-2.061143e+01
1348.112,0.887,-1.205,7.37195184e-09,9.30686724e-10,-2.333712e+01
1350.421,1.193,-1.422,5.84009712e-09,7.4595906e-10,-1.872309e+01
1352.910,1.393,-1.296,5.6256552e-09,7.27103916e-10,-1.826754e+01
1355.391,1.077,-1.088,7.05327876e-09,8.99428068e-10,-2.260851e+01
1357.359,1.361,-0.892,6.91316208e-09,8.59831632e-10,-2.160024e+01
1359.589,0.798,-0.869,9.16017696e-09,1.169177328e-09,-2.936293e+01
1361.332,0.873,-0.945,8.31558024e-09,1.07538354e-09,-2.700215e+01
1363.691,1.448,-1.486,5.1537222e-09,6.6679272e-10,-1.673548e+01
1366.392,1.252,-1.253,6.11757432e-09,7.82164944e-10,-1.961193e+01
1369.052,1.127,-1.408,5.87762604e-09,7.81832304e-10,-1.959272e+01
1371.803,1.575,-1.624,4.70553336e-09,6.1905096e-10,-1.548353e+01
1374.380,1.060,-1.002,7.446582e-09,9.59102892e-10,-2.387446e+01
1376.892,1.138,-1.452,5.92240176e-09,7.76650248e-10,-1.923176e+01
1379.096,1.023,-1.065,7.46028756e-09,9.71800632e-10,-2.391352e+01
1381.440,1.095,-1.321,6.5129922e-09,8.40502872e-10,-2.061066e+01
1383.526,1.084,-0.991,7.36342596e-09,9.85718844e-10,-2.422146e+01
1385.419,0.680,-0.810,6.11496468e-09,8.17852464e-10,-1.886844e+01
1386.664,0.504,-0.565,7.29985608e-09,1.000308672e-09,-2.285704e+01
