
Time,T_+ve,T_-ve,Flux,Fluxpos,Fluxneg
1387.805,0.618,-0.636,6.22291824e-09,8.52297336e-10,-1.948511e+01
1389.032,0.657,-0.610,6.09495876e-09,8.44425648e-10,-1.936695e+01
1390.193,0.511,-0.503,7.78008132e-09,1.053026964e-09,-2.400778e+01
1391.380,0.676,-0.676,5.71010616e-09,7.9595406e-10,-1.814267e+01
1392.716,0.652,-0.661,5.88023172e-09,8.2509768e-10,-1.868201e+01
1393.995,0.537,-0.626,6.78087432e-09,9.355995e-10,-2.092052e+01
1395.273,0.643,-0.741,5.70017448e-09,7.84996344e-10,-1.758665e+01
1396.370,0.535,-0.454,7.77673512e-09,1.0890891e-09,-2.470835e+01
1397.478,0.436,-0.573,7.7919732e-09,1.058846184e-09,-2.404444e+01
1398.658,0.750,-0.744,5.09050476e-09,7.1251488e-10,-1.641786e+01
1400.050,0.590,-0.642,6.38455752e-09,8.54919252e-10,-1.970777e+01
1401.438,0.798,-0.798,4.89331656e-09,6.62508396e-10,-1.543507e+01
1402.921,0.567,-0.686,6.1412274e-09,8.31072924e-10,-1.952868e+01
1403.972,0.509,-0.484,7.8329592e-09,1.04136516e-09,-2.455094e+01
1405.260,0.694,-0.779,5.2786404e-09,7.02136512e-10,-1.654453e+01
1406.481,0.380,-0.527,8.4469374e-09,1.161015768e-09,-2.684715e+01
1407.527,0.610,-0.666,5.90436792e-09,8.36751564e-10,-1.903878e+01
1408.806,0.740,-0.669,5.4044694e-09,7.55282484e-10,-1.717110e+01
1410.156,0.585,-0.610,6.43928868e-09,8.76285432e-10,-2.016460e+01
1411.184,0.502,-0.443,8.06082948e-09,1.123035804e-09,-2.561176e+01
1412.375,0.551,-0.689,6.27570504e-09,8.6396112e-10,-1.936236e+01
1413.541,0.502,-0.615,6.89043168e-09,9.4075938e-10,-2.157808e+01
1414.788,0.622,-0.745,5.57330796e-09,7.54300008e-10,-1.772265e+01
1416.146,0.656,-0.737,5.52640176e-09,7.26904728e-10,-1.733095e+01
1417.378,0.519,-0.575,6.9308118e-09,9.01536768e-10,-2.175119e+01
1418.496,0.615,-0.598,6.26064516e-09,7.95576276e-10,-1.938112e+01
1419.659,0.500,-0.548,6.93838332e-09,9.23814144e-10,-2.279408e+01
1420.659,0.580,-0.500,7.03426284e-09,8.82539064e-10,-2.179565e+01
1421.757,0.547,-0.518,7.05176604e-09,8.958411e-10,-2.215072e+01
1422.789,0.486,-0.485,7.7362758e-09,9.81519264e-10,-2.428388e+01
1423.773,0.545,-0.498,7.31688408e-09,9.2050992e-10,-2.278097e+01
1424.920,0.585,-0.602,6.4013796e-09,7.98832188e-10,-1.978007e+01
1425.969,0.496,-0.465,7.94024352e-09,9.9642906e-10,-2.469610e+01
1427.074,0.581,-0.609,6.38230032e-09,7.94648448e-10,-1.970520e+01
1428.142,0.501,-0.486,7.53747192e-09,9.64411668e-10,-2.395621e+01
1429.239,0.539,-0.596,6.63275052e-09,8.35811064e-10,-2.076885e+01
1430.268,0.515,-0.490,7.57079136e-09,9.40129344e-10,-2.336045e+01
1431.305,0.521,-0.522,7.22126592e-09,9.09981468e-10,-2.261168e+01
1432.268,0.409,-0.442,8.8527582e-09,1.116221436e-09,-2.772358e+01
1433.203,0.506,-0.527,7.2044478e-09,9.2191176e-10,-2.289845e+01
1434.293,0.557,-0.583,6.70122288e-09,8.39822544e-10,-2.083341e+01
1435.340,0.520,-0.490,7.45013808e-09,9.4066038e-10,-2.333939e+01
1436.499,0.662,-0.638,5.72614812e-09,7.32501396e-10,-1.819840e+01
1437.875,0.571,-0.713,5.8610178e-09,7.38178452e-10,-1.835076e+01
1439.053,0.557,-0.607,6.64775892e-09,8.26654752e-10,-2.051298e+01
1440.204,0.454,-0.594,7.27736328e-09,9.39740472e-10,-2.328315e+01
1441.330,0.656,-0.673,5.71347216e-09,7.37442684e-10,-1.816588e+01
1442.627,0.527,-0.640,6.57726696e-09,8.44755516e-10,-2.062686e+01
1443.634,0.500,-0.481,7.91560836e-09,1.01480346e-09,-2.446639e+01
1444.775,0.707,-0.641,5.69221488e-09,7.53957468e-10,-1.783719e+01
1446.192,0.655,-0.709,5.68639764e-09,7.4416518e-10,-1.756068e+01
1447.369,0.446,-0.522,7.84556388e-09,1.04629932e-09,-2.495364e+01
1448.340,0.434,-0.525,7.91836056e-09,1.050088644e-09,-2.519112e+01
1449.290,0.538,-0.517,7.35421896e-09,9.44873028e-10,-2.272863e+01
1450.456,0.496,-0.627,6.9107346e-09,8.90059104e-10,-2.135546e+01
1451.549,0.552,-0.598,6.67793808e-09,8.8955262e-10,-2.092226e+01
1452.671,0.702,-0.570,6.033555e-09,8.22489228e-10,-1.889350e+01
1453.958,0.655,-0.585,6.18942456e-09,8.57879352e-10,-1.937792e+01
1455.253,0.660,-0.641,5.96536776e-09,8.02800108e-10,-1.841149e+01
1456.503,0.643,-0.590,6.1576218e-09,8.62251192e-10,-1.956411e+01
1457.788,0.616,-0.642,6.1018452e-09,8.48308032e-10,-1.910300e+01
1458.918,0.468,-0.514,7.89977232e-09,1.069985664e-09,-2.437689e+01
1459.897,0.703,-0.511,6.44386644e-09,8.63795592e-10,-1.988761e+01
1461.173,0.524,-0.573,7.127208e-09,9.66877956e-10,-2.232006e+01
1462.358,0.672,-0.661,5.87114352e-09,7.98977124e-10,-1.838546e+01
1463.491,0.504,-0.462,8.09834256e-09,1.105431228e-09,-2.535866e+01
1464.729,0.724,-0.734,5.2529598e-09,7.37680284e-10,-1.693967e+01
1466.196,0.666,-0.743,5.55240708e-09,7.71648768e-10,-1.738303e+01
1467.415,0.468,-0.553,7.57806588e-09,1.043936784e-09,-2.408425e+01
1468.495,0.597,-0.611,6.26590008e-09,8.67277224e-10,-2.052656e+01
1469.582,0.548,-0.491,7.6114764e-09,9.80804088e-10,-2.353623e+01
1470.831,0.705,-0.701,5.53850748e-09,7.06362228e-10,-1.713991e+01
1472.170,0.554,-0.634,6.49528704e-09,8.25345576e-10,-2.010762e+01
1473.265,0.498,-0.541,7.2704214e-09,9.46783332e-10,-2.317787e+01
1474.362,0.623,-0.599,6.18032052e-09,8.02687248e-10,-1.970823e+01
1475.638,0.618,-0.652,6.07682592e-09,7.64417412e-10,-1.883222e+01
1476.812,0.487,-0.556,7.40418624e-09,9.28897596e-10,-2.294106e+01
1477.935,0.607,-0.636,6.20725248e-09,7.77932496e-10,-1.922082e+01
1479.088,0.433,-0.546,7.72003584e-09,9.93863772e-10,-2.459690e+01
1480.118,0.529,-0.597,6.48718092e-09,8.70739056e-10,-2.159630e+01
1481.157,0.502,-0.510,7.49974104e-09,9.49517316e-10,-2.351820e+01
1482.183,0.611,-0.524,6.3986868e-09,8.44087068e-10,-2.096003e+01
1483.461,0.573,-0.667,5.9227542e-09,7.68747672e-10,-1.910444e+01
1484.613,0.510,-0.579,6.8199516e-09,8.71435224e-10,-2.166931e+01
1485.765,0.543,-0.642,6.33560796e-09,7.99699824e-10,-1.983820e+01
1486.838,0.517,-0.530,7.2415926e-09,9.03952368e-10,-2.235065e+01
1487.921,0.552,-0.566,6.71909832e-09,8.5318002e-10,-2.104782e+01
1489.139,0.683,-0.666,5.62693824e-09,7.07438952e-10,-1.737750e+01
1490.428,0.566,-0.607,6.40288836e-09,8.19158076e-10,-2.007145e+01
1491.494,0.509,-0.500,7.52258232e-09,9.51570576e-10,-2.324637e+01
1492.531,0.381,-0.528,8.410743e-09,1.080927936e-09,-2.637871e+01
1493.508,0.560,-0.596,6.54041124e-09,8.54088444e-10,-2.082043e+01
1494.658,0.551,-0.589,6.7775796e-09,8.65247724e-10,-2.095380e+01
1495.746,0.569,-0.537,6.83516196e-09,9.01029096e-10,-2.175133e+01
1496.870,0.547,-0.554,7.01846244e-09,9.06031368e-10,-2.168600e+01
1497.966,0.757,-0.549,5.8554144e-09,7.70335236e-10,-1.835317e+01
1499.333,0.519,-0.610,6.76832904e-09,8.9690238e-10,-2.120898e+01
1500.399,0.528,-0.546,7.19286876e-09,9.46780956e-10,-2.220890e+01
1501.548,0.630,-0.621,6.11361828e-09,8.20037988e-10,-1.915058e+01
1502.793,0.600,-0.615,6.38949168e-09,8.62778268e-10,-2.001163e+01
1504.142,0.820,-0.749,5.008806e-09,6.81528276e-10,-1.568508e+01
1505.763,0.640,-0.801,5.39481888e-09,7.4989332e-10,-1.714149e+01
1507.141,0.820,-0.738,4.87911204e-09,7.00124832e-10,-1.596822e+01
1508.714,0.568,-0.753,6.00440148e-09,8.47353276e-10,-1.905254e+01
1509.877,0.602,-0.595,6.56412372e-09,9.12986316e-10,-2.055039e+01
1511.217,0.773,-0.738,5.0906394e-09,7.1365734e-10,-1.641777e+01
1512.528,0.440,-0.539,8.03233728e-09,1.081036836e-09,-2.516388e+01
1513.561,0.645,-0.593,6.21153324e-09,8.15167188e-10,-1.918755e+01
1514.873,0.813,-0.667,4.96357092e-09,6.67508292e-10,-1.603393e+01
1516.366,0.666,-0.679,5.46257844e-09,7.1891622e-10,-1.767662e+01
1517.737,0.680,-0.706,5.24258064e-09,6.94347192e-10,-1.720360e+01
1518.936,0.535,-0.519,7.1302968e-09,9.0237708e-10,-2.235587e+01
1520.000,0.533,-0.529,7.1471664e-09,8.89811604e-10,-2.206619e+01
1521.094,0.472,-0.562,7.18687728e-09,9.19576548e-10,-2.284206e+01
1522.120,0.533,-0.554,7.08763176e-09,8.7478974e-10,-2.171257e+01
1523.326,0.633,-0.673,5.75086644e-09,7.24595652e-10,-1.800706e+01
1524.672,0.559,-0.713,6.04145916e-09,7.60992012e-10,-1.891534e+01
1525.827,0.552,-0.596,6.78224052e-09,8.46441288e-10,-2.093260e+01
1526.835,0.516,-0.456,7.84013868e-09,1.013717628e-09,-2.493166e+01
1528.060,0.573,-0.710,6.00222348e-09,7.74046944e-10,-1.882449e+01
1529.236,0.575,-0.603,6.4664622e-09,8.6424624e-10,-2.056557e+01
1530.713,0.749,-0.902,4.663395e-09,6.24495564e-10,-1.460845e+01
1532.019,0.571,-0.557,6.82585596e-09,9.0496098e-10,-2.138889e+01
1533.085,0.532,-0.495,7.58128932e-09,9.84193452e-10,-2.341941e+01
1534.194,0.598,-0.578,6.54771744e-09,8.54497512e-10,-2.053035e+01
1535.555,0.688,-0.762,5.31772164e-09,6.92551332e-10,-1.667539e+01
1536.797,0.627,-0.555,6.45640776e-09,8.5811022e-10,-2.053815e+01
1537.845,0.475,-0.421,8.50618296e-09,1.138567716e-09,-2.705109e+01
1538.817,0.461,-0.496,8.05565772e-09,1.071476604e-09,-2.523986e+01
1539.982,0.776,-0.704,5.20906716e-09,6.99018012e-10,-1.631694e+01
1541.395,0.688,-0.637,5.69141496e-09,7.91949312e-10,-1.835624e+01
1542.744,0.654,-0.660,5.801697e-09,8.06904252e-10,-1.843417e+01
1544.054,0.744,-0.656,5.3876196e-09,7.67073384e-10,-1.737149e+01
1545.579,0.616,-0.780,5.58911232e-09,7.65660456e-10,-1.724489e+01
1546.983,0.802,-0.788,4.80625992e-09,6.63878952e-10,-1.527410e+01
1548.553,0.721,-0.768,5.18969484e-09,6.96200472e-10,-1.626021e+01
1550.054,0.699,-0.780,5.28377256e-09,6.88977036e-10,-1.632681e+01
1551.372,0.610,-0.619,6.35442192e-09,8.1581346e-10,-1.965436e+01
1552.711,0.661,-0.729,5.5015686e-09,7.15136796e-10,-1.754216e+01
1553.897,0.567,-0.525,6.99809616e-09,9.03005136e-10,-2.232199e+01
1555.206,0.518,-0.742,6.2017956e-09,7.76204748e-10,-1.918978e+01
1556.427,0.565,-0.703,5.97626568e-09,7.56476424e-10,-1.873911e+01
1557.839,0.725,-0.846,4.69467504e-09,6.09605964e-10,-1.514481e+01
1559.204,0.617,-0.640,6.05823768e-09,7.5279006e-10,-1.869357e+01
1560.487,0.701,-0.666,5.39769384e-09,7.02418464e-10,-1.740899e+01
1561.645,0.579,-0.458,7.34668704e-09,9.18874044e-10,-2.267832e+01
1562.917,0.610,-0.693,5.85141876e-09,7.34241816e-10,-1.806754e+01
1564.156,0.585,-0.629,6.21294696e-09,7.93091772e-10,-1.947163e+01
1565.377,0.452,-0.637,6.923565e-09,8.85780324e-10,-2.170366e+01
1566.443,0.537,-0.614,6.50650572e-09,8.49208932e-10,-2.083626e+01
1567.627,0.727,-0.647,5.54977368e-09,7.00030584e-10,-1.714478e+01
1568.986,0.547,-0.632,6.39296856e-09,8.17275492e-10,-2.003880e+01
1570.196,0.699,-0.662,5.2405056e-09,7.18556256e-10,-1.769179e+01
1571.444,0.717,-0.550,5.75960616e-09,7.67414736e-10,-1.886947e+01
1572.942,0.730,-0.781,4.99228488e-09,6.37742952e-10,-1.564718e+01
1574.271,0.543,-0.599,6.67352268e-09,8.40683844e-10,-2.061362e+01
1575.561,0.544,-0.747,5.90143752e-09,7.44142212e-10,-1.823054e+01
1576.831,0.710,-0.726,5.21843652e-09,6.78111588e-10,-1.660311e+01
1578.196,0.711,-0.655,5.754177e-09,7.39680876e-10,-1.804736e+01
1579.670,0.554,-0.763,5.84261964e-09,7.74992196e-10,-1.887551e+01
1580.820,0.480,-0.596,7.304517e-09,9.520533e-10,-2.290471e+01
1581.906,0.509,-0.605,7.13587644e-09,9.29578716e-10,-2.204054e+01
1583.024,0.584,-0.610,6.5858958e-09,8.81565696e-10,-2.063106e+01
1584.301,0.632,-0.693,5.93188596e-09,8.07898212e-10,-1.857542e+01
1585.553,0.698,-0.620,5.77002492e-09,8.2962396e-10,-1.888367e+01
1586.870,0.586,-0.618,6.3863316e-09,9.030186e-10,-2.059352e+01
1588.491,0.552,-1.035,3.268507968e-09,5.152356e-10,-1.231139e+01
1589.766,0.688,-0.723,5.43951144e-09,7.06129776e-10,-1.681219e+01
1591.046,0.602,-0.592,6.35964912e-09,8.21758212e-10,-1.996948e+01
1592.491,0.717,-0.844,4.86585792e-09,6.20231436e-10,-1.529448e+01
1593.750,0.536,-0.542,7.1180406e-09,8.91303336e-10,-2.203043e+01
1595.114,0.741,-0.828,4.89069504e-09,6.10845048e-10,-1.511773e+01
1596.535,0.560,-0.680,6.12248472e-09,7.73638668e-10,-1.918497e+01
1597.603,0.464,-0.507,7.73093376e-09,9.89219484e-10,-2.457142e+01
1598.691,0.552,-0.624,6.57601956e-09,8.28490608e-10,-2.058999e+01
1599.804,0.476,-0.561,7.44015096e-09,9.66267324e-10,-2.399346e+01
1600.875,0.575,-0.595,6.66514332e-09,8.58461472e-10,-2.118784e+01
1602.151,0.597,-0.700,6.01592508e-09,7.83587376e-10,-1.914374e+01
1603.456,0.619,-0.708,5.87884176e-09,7.82524512e-10,-1.869970e+01
1604.708,0.796,-0.633,5.521428e-09,7.49109636e-10,-1.729125e+01
1606.047,0.624,-0.543,6.83179596e-09,9.26609112e-10,-2.108097e+01
1607.386,0.683,-0.716,5.57965584e-09,7.7430276e-10,-1.772917e+01
1608.747,0.783,-0.678,5.2249428e-09,7.42309524e-10,-1.710196e+01
1610.073,0.580,-0.543,6.9518196e-09,9.6271758e-10,-2.208980e+01
1611.290,0.574,-0.638,6.44142312e-09,8.91367884e-10,-2.046820e+01
1612.611,0.611,-0.747,5.8122108e-09,7.9394436e-10,-1.819980e+01
1613.901,0.787,-0.679,5.44017672e-09,7.33672764e-10,-1.678820e+01
1615.427,0.849,-0.739,4.96601028e-09,6.83311464e-10,-1.554866e+01
1616.919,0.611,-0.643,6.29033724e-09,8.48208636e-10,-1.970529e+01
1618.306,0.689,-0.775,5.35294188e-09,7.06193928e-10,-1.716825e+01
1619.649,0.636,-0.654,6.0260112e-09,7.75950516e-10,-1.920184e+01
1620.905,0.522,-0.620,6.71115852e-09,8.39045988e-10,-2.075451e+01
1622.076,0.803,-0.649,5.1102216e-09,6.66500076e-10,-1.651348e+01
1623.430,0.537,-0.551,7.04001276e-09,8.80422048e-10,-2.177468e+01
1624.680,0.624,-0.712,5.6141118e-09,7.2209412e-10,-1.787881e+01
1625.901,0.507,-0.598,6.86367396e-09,8.69811228e-10,-2.153271e+01
1627.083,0.674,-0.675,5.62310892e-09,7.11692388e-10,-1.763092e+01
1628.459,0.659,-0.702,5.45106276e-09,7.08800796e-10,-1.759244e+01
1629.788,0.634,-0.670,5.814963e-09,7.34025204e-10,-1.821552e+01
1631.010,0.533,-0.588,6.77171484e-09,8.53901928e-10,-2.120692e+01
1632.136,0.528,-0.593,6.7008348e-09,8.563599e-10,-2.129189e+01
1633.299,0.932,-0.635,4.73924484e-09,6.14287476e-10,-1.528200e+01
1634.758,0.489,-0.527,7.39313784e-09,9.46539792e-10,-2.349209e+01
1635.835,0.720,-0.588,5.74355628e-09,7.38332892e-10,-1.825540e+01
1637.347,0.613,-0.793,5.40227952e-09,6.90354324e-10,-1.693279e+01
1638.697,0.553,-0.737,5.84778348e-09,7.69487796e-10,-1.873873e+01
1639.881,0.579,-0.631,6.34400712e-09,8.20689408e-10,-1.960020e+01
1641.188,0.718,-0.729,5.12381628e-09,7.04833668e-10,-1.678357e+01
1642.698,0.786,-0.792,4.89372048e-09,6.60249612e-10,-1.555881e+01
1644.184,0.719,-0.699,5.56567704e-09,7.37208648e-10,-1.718177e+01
1645.486,0.581,-0.584,6.69991608e-09,9.04815648e-10,-2.098381e+01
1646.684,0.559,-0.617,6.71079816e-09,9.015633e-10,-2.071061e+01
1647.969,0.691,-0.726,5.53645224e-09,7.62945084e-10,-1.745467e+01
1649.511,0.795,-0.851,4.53858768e-09,6.59085372e-10,-1.507789e+01
1651.268,0.820,-0.963,4.33210932e-09,6.07760604e-10,-1.376374e+01
1652.685,0.775,-0.596,5.508459e-09,7.666956e-10,-1.776817e+01
1654.289,0.637,-0.829,5.26813452e-09,6.99694776e-10,-1.651271e+01
1655.574,0.609,-0.649,6.20645256e-09,8.07621012e-10,-1.918001e+01
1656.876,0.589,-0.692,5.963859e-09,7.98968016e-10,-1.897327e+01
1658.135,0.682,-0.671,5.77364436e-09,7.56685116e-10,-1.783600e+01
1659.648,0.957,-0.831,4.36613364e-09,5.73141096e-10,-1.348690e+01
1661.236,0.677,-0.631,5.84224344e-09,7.62615612e-10,-1.862049e+01
1662.706,0.578,-0.793,5.55475932e-09,7.14248568e-10,-1.768722e+01
1663.949,0.682,-0.665,5.64048936e-09,7.2216738e-10,-1.793014e+01
1665.275,0.634,-0.644,5.94685872e-09,7.61491368e-10,-1.889663e+01
1666.570,0.738,-0.662,5.54424948e-09,6.93991188e-10,-1.711551e+01
1668.038,0.578,-0.729,5.80929624e-09,7.52229324e-10,-1.847621e+01
1669.324,0.677,-0.707,5.48829468e-09,7.14790692e-10,-1.746610e+01
1670.598,0.780,-0.597,5.39576928e-09,7.25085108e-10,-1.769389e+01
1672.196,0.624,-0.818,5.38019856e-09,6.85115244e-10,-1.663616e+01
1673.447,0.672,-0.627,5.81822208e-09,7.72128324e-10,-1.879714e+01
1674.827,0.559,-0.708,6.21227376e-09,7.9259004e-10,-1.920678e+01
1676.211,0.685,-0.825,5.04234324e-09,6.77192868e-10,-1.628024e+01
1677.594,0.759,-0.698,5.342931e-09,7.09830792e-10,-1.674100e+01
1679.098,0.671,-0.745,5.43761856e-09,7.45521876e-10,-1.728126e+01
1680.615,0.713,-0.846,5.04930888e-09,6.89970204e-10,-1.557941e+01
1682.008,0.756,-0.680,3.926661552e-09,6.17046012e-10,-1.431336e+01
1683.744,0.778,-0.980,4.44066876e-09,5.9889456e-10,-1.391090e+01
1685.393,0.842,-0.871,4.5565146e-09,6.12981864e-10,-1.449305e+01
1687.060,0.703,-0.825,3.839557392e-09,5.86876356e-10,-1.399287e+01
1688.571,0.804,-0.808,4.89616776e-09,6.61721544e-10,-1.533681e+01
1690.396,0.630,-1.021,4.78006452e-09,6.43666716e-10,-1.497483e+01
1691.942,0.918,-0.916,4.25590308e-09,5.60192688e-10,-1.355472e+01
1693.506,0.774,-0.646,5.55886188e-09,7.06362228e-10,-1.746038e+01
1695.023,0.609,-0.743,5.62711248e-09,7.22034324e-10,-1.790100e+01
1696.323,0.663,-0.691,5.61836484e-09,7.0946964e-10,-1.760158e+01
1697.669,0.616,-0.683,5.7299418e-09,7.43398128e-10,-1.848063e+01
1698.961,0.633,-0.676,5.87205828e-09,7.29252612e-10,-1.811875e+01
1700.274,0.744,-0.679,5.17078188e-09,6.8121702e-10,-1.692484e+01
1701.721,0.644,-0.703,5.64809256e-09,7.16071752e-10,-1.769067e+01
1703.070,0.707,-0.706,5.3847882e-09,6.85820916e-10,-1.687250e+01
1704.495,0.874,-0.718,4.77716184e-09,6.11596656e-10,-1.497631e+01
1705.942,0.609,-0.573,6.500637e-09,8.48457324e-10,-2.069217e+01
1707.275,0.606,-0.724,5.84536788e-09,7.60121604e-10,-1.833140e+01
1708.641,0.557,-0.759,5.90859324e-09,7.79078124e-10,-1.851824e+01
1709.815,0.598,-0.618,6.40178748e-09,8.55198828e-10,-2.005542e+01
1711.030,0.579,-0.617,6.5065176e-09,8.8040106e-10,-2.037728e+01
1712.317,0.524,-0.708,6.24102336e-09,8.65593036e-10,-1.983078e+01
1713.586,0.889,-0.744,4.7633058e-09,6.61527108e-10,-1.491256e+01
1715.426,0.883,-0.951,4.2407046e-09,5.84516592e-10,-1.327788e+01
1717.010,0.747,-0.701,5.36681772e-09,7.2555318e-10,-1.681093e+01
1718.479,0.671,-0.722,5.57926776e-09,7.41710772e-10,-1.748720e+01
1719.815,0.683,-0.665,3.5382105e-09,6.21631296e-10,-1.524288e+01
1721.304,0.710,-0.805,5.12745552e-09,6.63199812e-10,-1.609896e+01
1722.755,0.651,-0.740,5.4652752e-09,7.18229952e-10,-1.768991e+01
1724.075,0.741,-0.669,5.50893816e-09,7.00598448e-10,-1.731523e+01
1725.398,0.568,-0.581,6.8356728e-09,8.55913212e-10,-2.115606e+01
1726.657,0.780,-0.691,5.20109172e-09,6.68752128e-10,-1.656084e+01
1728.213,0.605,-0.775,5.55980832e-09,7.03710612e-10,-1.743275e+01
1729.539,0.675,-0.721,5.43648204e-09,6.96986928e-10,-1.728911e+01
1731.050,0.595,-0.836,5.36616036e-09,6.77272068e-10,-1.680894e+01
1732.539,1.033,-0.894,3.897449028e-09,5.05409652e-10,-1.256907e+01
1734.258,0.678,-0.687,5.68596204e-09,7.06744368e-10,-1.754477e+01
1735.737,0.692,-0.801,4.97527272e-09,6.5692242e-10,-1.628717e+01
1737.068,0.696,-0.639,5.76810828e-09,7.32933432e-10,-1.806986e+01
1738.510,0.541,-0.747,6.05750508e-09,7.73471556e-10,-1.898501e+01
1739.799,0.888,-0.747,4.77222768e-09,6.12177984e-10,-1.496406e+01
1741.215,0.525,-0.528,7.32794832e-09,9.58354452e-10,-2.332796e+01
1742.404,0.549,-0.664,6.430446e-09,8.37269532e-10,-2.016493e+01
1743.682,0.682,-0.729,5.29097976e-09,7.35187464e-10,-1.759421e+01
1745.158,0.735,-0.794,5.0502078e-09,6.84386208e-10,-1.605434e+01
1746.468,0.481,-0.576,7.4631942e-09,1.00042866e-09,-2.303354e+01
1747.786,0.935,-0.837,4.38906204e-09,6.05265408e-10,-1.374181e+01
1749.532,0.723,-0.811,5.08424004e-09,6.96823776e-10,-1.568704e+01
1751.156,0.860,-0.901,4.30327656e-09,5.97345804e-10,-1.397578e+01
1752.685,0.623,-0.669,5.9072706e-09,7.8237126e-10,-1.880584e+01
1753.926,0.746,-0.619,5.71395924e-09,7.22979972e-10,-1.769546e+01
1755.335,0.671,-0.663,5.7809664e-09,7.3440972e-10,-1.815904e+01
1756.853,0.833,-0.846,4.44360708e-09,5.87102868e-10,-1.456474e+01
1758.382,0.763,-0.696,5.34186972e-09,6.64893504e-10,-1.649134e+01
1759.863,0.602,-0.718,5.76271872e-09,7.3662336e-10,-1.831028e+01
1761.075,0.678,-0.610,5.90590836e-09,7.57105668e-10,-1.876780e+01
1762.522,0.732,-0.769,5.12174916e-09,6.4993896e-10,-1.604324e+01
1763.889,0.668,-0.635,5.96929212e-09,7.5017052e-10,-1.843406e+01
1765.263,0.580,-0.707,6.04359756e-09,7.63041312e-10,-1.867219e+01
1766.530,0.792,-0.687,5.20185996e-09,6.68907756e-10,-1.631571e+01
1767.958,0.609,-0.636,6.04162548e-09,8.04878712e-10,-1.951440e+01
1769.215,0.623,-0.648,5.93696664e-09,7.99618644e-10,-1.916632e+01
1770.727,0.571,-0.889,5.26674456e-09,7.16998788e-10,-1.674077e+01
1772.080,0.793,-0.782,4.88587176e-09,6.84550944e-10,-1.552315e+01
1773.596,0.684,-0.723,5.46647904e-09,7.40224188e-10,-1.738258e+01
1774.848,0.667,-0.568,6.29880372e-09,8.1681138e-10,-1.977239e+01
1776.127,0.645,-0.613,6.11603784e-09,8.0061894e-10,-1.948794e+01
1777.458,0.627,-0.686,5.92327296e-09,7.6808952e-10,-1.859362e+01
1778.898,0.920,-0.813,4.390749e-09,5.875254e-10,-1.418830e+01
1780.718,1.009,-0.900,3.895590204e-09,5.09379156e-10,-1.232919e+01
1782.446,0.834,-0.719,4.89042576e-09,6.33127968e-10,-1.559908e+01
1784.011,0.755,-0.730,5.05701108e-09,6.60760056e-10,-1.635757e+01
1785.710,0.858,-0.944,4.16839896e-09,5.43309228e-10,-1.346620e+01
1787.358,0.817,-0.790,4.62437316e-09,6.1008552e-10,-1.514877e+01
1788.857,0.858,-0.683,4.92995448e-09,6.30791172e-10,-1.566909e+01
1790.468,0.807,-0.753,4.81711824e-09,6.24520512e-10,-1.553351e+01
1791.866,0.813,-0.590,5.48143992e-09,6.92682408e-10,-1.716486e+01
1793.247,0.609,-0.567,6.54297732e-09,8.30113416e-10,-2.049480e+01
1794.581,0.730,-0.725,5.22982944e-09,6.7549284e-10,-1.662929e+01
1795.939,0.698,-0.628,5.80515408e-09,7.42953816e-10,-1.819844e+01
1797.404,0.652,-0.767,5.30223408e-09,7.01466876e-10,-1.712727e+01
1798.754,0.695,-0.698,5.58323172e-09,7.16179464e-10,-1.725673e+01
1800.090,0.576,-0.641,6.32294388e-09,8.3398194e-10,-1.981660e+01
1801.379,0.591,-0.713,5.98020984e-09,8.00714772e-10,-1.873351e+01
1802.583,0.698,-0.613,6.09011568e-09,8.2919826e-10,-1.907097e+01
1804.007,0.760,-0.726,5.43357144e-09,7.4542446e-10,-1.676445e+01
1805.554,0.975,-0.787,4.53380004e-09,6.21270144e-10,-1.419693e+01
1807.454,0.878,-0.926,4.42642068e-09,5.87986344e-10,-1.387413e+01
1809.142,0.669,-0.810,5.28433092e-09,7.04465388e-10,-1.708029e+01
1810.489,0.681,-0.679,5.87488572e-09,7.5205548e-10,-1.846392e+01
1812.031,0.717,-0.861,5.1231312e-09,6.38206272e-10,-1.575865e+01
1813.381,0.656,-0.633,5.8831542e-09,7.57824804e-10,-1.875300e+01
1814.733,0.645,-0.697,5.64901524e-09,7.26702372e-10,-1.799373e+01
1816.169,0.779,-0.792,4.87667664e-09,6.17806332e-10,-1.529857e+01
1817.754,0.610,-0.806,5.35095396e-09,6.86589552e-10,-1.702395e+01
1819.202,0.995,-0.837,4.22587836e-09,5.26539024e-10,-1.305138e+01
1820.911,0.546,-0.714,6.08198976e-09,7.67449188e-10,-1.905119e+01
1822.194,0.666,-0.737,5.33931156e-09,6.92395704e-10,-1.721975e+01
1823.693,0.908,-0.832,4.4529606e-09,5.60924496e-10,-1.394211e+01
1825.365,0.666,-0.765,5.42048364e-09,6.85089108e-10,-1.697424e+01
1826.714,0.824,-0.683,5.08953456e-09,6.55495236e-10,-1.617904e+01
1828.236,0.871,-0.699,4.88761416e-09,6.33492288e-10,-1.554593e+01
1829.937,0.734,-0.830,4.90424616e-09,6.40657116e-10,-1.561145e+01
1831.219,0.667,-0.548,6.44993316e-09,8.26541496e-10,-1.994954e+01
1832.618,0.857,-0.732,4.88026044e-09,6.40044504e-10,-1.532075e+01
